address1;city;state;zip;country;phone;website;industry;industryKey;industryDisp;sector;sectorKey;sectorDisp;longBusinessSummary;companyOfficers;executiveTeam;maxAge;priceHint;previousClose;open;dayLow;dayHigh;regularMarketPreviousClose;regularMarketOpen;regularMarketDayLow;regularMarketDayHigh;exDividendDate;payoutRatio;beta;forwardPE;volume;regularMarketVolume;averageVolume;averageVolume10days;averageDailyVolume10Day;bid;ask;bidSize;askSize;marketCap;nonDilutedMarketCap;fiftyTwoWeekLow;fiftyTwoWeekHigh;allTimeHigh;allTimeLow;priceToSalesTrailing12Months;fiftyDayAverage;twoHundredDayAverage;trailingAnnualDividendRate;trailingAnnualDividendYield;currency;tradeable;enterpriseValue;profitMargins;floatShares;sharesOutstanding;heldPercentInsiders;heldPercentInstitutions;impliedSharesOutstanding;bookValue;priceToBook;lastFiscalYearEnd;nextFiscalYearEnd;mostRecentQuarter;earningsQuarterlyGrowth;netIncomeToCommon;trailingEps;forwardEps;enterpriseToRevenue;enterpriseToEbitda;52WeekChange;SandP52WeekChange;lastDividendValue;lastDividendDate;quoteType;currentPrice;recommendationKey;totalCash;totalCashPerShare;ebitda;totalDebt;quickRatio;currentRatio;totalRevenue;debtToEquity;revenuePerShare;returnOnAssets;returnOnEquity;grossProfits;freeCashflow;operatingCashflow;earningsGrowth;revenueGrowth;grossMargins;ebitdaMargins;operatingMargins;financialCurrency;symbol;language;region;typeDisp;quoteSourceName;triggerable;customPriceAlertConfidence;fullExchangeName;averageDailyVolume3Month;fiftyTwoWeekLowChange;fiftyTwoWeekLowChangePercent;fiftyTwoWeekRange;fiftyTwoWeekHighChange;fiftyTwoWeekHighChangePercent;fiftyTwoWeekChangePercent;earningsTimestampStart;earningsTimestampEnd;earningsCallTimestampStart;earningsCallTimestampEnd;isEarningsDateEstimate;epsTrailingTwelveMonths;epsForward;fiftyDayAverageChange;fiftyDayAverageChangePercent;twoHundredDayAverageChange;twoHundredDayAverageChangePercent;sourceInterval;exchangeDataDelayedBy;prevName;nameChangeDate;regularMarketChangePercent;regularMarketPrice;corporateActions;regularMarketTime;exchange;messageBoardId;exchangeTimezoneName;exchangeTimezoneShortName;gmtOffSetMilliseconds;market;esgPopulated;longName;shortName;regularMarketChange;regularMarketDayRange;cryptoTradeable;marketState;hasPrePostMarketData;firstTradeDateMilliseconds;trailingPegRatio;Ticker;address2;fax;auditRisk;boardRisk;compensationRisk;shareHolderRightsRisk;overallRisk;governanceEpochDate;dividendRate;dividendYield;fiveYearAvgDividendYield;trailingPE;targetHighPrice;targetLowPrice;targetMeanPrice;targetMedianPrice;numberOfAnalystOpinions;epsCurrentYear;priceEpsCurrentYear;fullTimeEmployees;irWebsite;lastSplitFactor;lastSplitDate;recommendationMean;averageAnalystRating;earningsTimestamp;ipoExpectedDate;underlyingSymbol;uuid;compensationAsOfEpochDate;firstTradeDateEpochUtc;timeZoneFullName;timeZoneShortName
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;AELP3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;AES Elpa S.A.;;;;False;POST;False;1036679400000,0;;AELP3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rod. CE-155;Caucaia;CE;61680-000;Brazil;55 85 3304 5858;https://www.aerisenergy.com.br;Specialty Industrial Machinery;specialty-industrial-machinery;Specialty Industrial Machinery;Industrials;industrials;Industrials;Aeris Indústria e Comércio de Equipamentos para Geração de Energia S.A. manufactures wind blades in Brazil. It also repairs, paintings, cleaning, preventive and corrective maintenance, engineering, and inspections of all blade models and other wind components, photographic inspection services for wind turbines, fiber components, and towers. In addition, it provides blade life extension. The company was incorporated in 2010 and is based in Caucaia, Brazil.;[{'maxAge': 1, 'name': 'Mr. Alexandre  Sarnes Negrao', 'title': 'CEO, President, Chair of Executive Board & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jose Antonio de Sousa Azevedo', 'title': 'Vice President of Finance, Director of Investor Relations & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Cassio  Cancela e Penna', 'title': 'Director of Human Resources & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel Henrique da Costa Mello', 'title': 'Industrial Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Vitor  de Araújo Santos', 'title': 'Technology Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcelo Costa Nasser', 'title': 'Chief Operating Officer & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Erica Maria Cordeiro', 'title': 'Commercial Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Rafael Rocha Lima Medeiros', 'title': 'Director of Operations & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Douglas Rocha Arruda de Souza', 'title': 'Quality Director & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jonathan  Oliveira de Figueiredo', 'title': 'Director of Operations & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;4,0;2,75;2,75;2,71;2,75;2,75;2,75;2,71;2,75;1648425600,0;0,0;0,291;27,2;20300,0;20300,0;72032,0;48430,0;48430,0;2,71;2,72;;;166973792,0;168815416,0;2,7;5,39;278,0;2,7;0,1981043;3,091;3,8478;0,0;0.0;BRL;False;1910623360,0;-1,47829;13484362,0;61387424,0;0,0;0,0194;61387424,0;-3,393;-0,80165046;1735603200,0;1767139200,0;1759190400,0;;-1245986944,0;-20,32;0,1;2,267;-2,131;-0,3452381;0,19708562;0,41404;1648425600,0;EQUITY;2,72;none;29388000,0;0,479;-896769024,0;1771196032,0;0,803;1,385;842857984,0;;13,733;-0,21788;-3,00452;14659000,0;-706610624,0;-829966976,0;;-0,513;0,01739;-1,0639601;-0,50622004;BRL;AERI3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;72032,0;0,01999998;0,0074074003;2.7 - 5.39;-2,6699998;-0,49536178;-34,523808;1754420400,0;1754938800,0;1746709200,0;1746709200,0;False;-20,32;0,1;-0,37100005;-0,120025896;-1,1278;-0,29310256;15,0;15,0;;;-1,090908;2,72;[];1772744400,0;SAO;finmb_278943312;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Aeris Indústria e Comércio de Equipamentos para Geração de Energia S.A.;AERIS       ON      NM;-0,029999971;2.71 - 2.75;False;POSTPOST;False;1605186000000,0;;AERI3;s/n, Km 02 - Pecém Industrial and Port Complex Setor III;;;;;;;;;;;;;;;;;;;2567,0;;1:20;1715644800,0;;;;2020-11-11;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;NONE;;;;;;;;;;;;;;;;;;;;;;BRL;AESB3.SA;en-US;US;;;False;NONE;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;False;;;;;False;;False;;;AESB3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;AESL3.SA;en-US;US;Fund;;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;AESL3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia do Flamengo, 78;Rio De Janeiro;RJ;;Brazil;;https://www.afluentet.com.br;Utilities - Regulated Electric;utilities-regulated-electric;Utilities - Regulated Electric;Utilities;utilities;Utilities;Afluente Transmissão de Energia Elétrica S.A. engages in the planning, projection, construction, maintenance, and operation of electric power transmission systems, lines, substations and control centers in Brazil. The company operates the substations of Tomba, Funil, Brumado II, Itagibá, Ford, Pólo and Camaçari in the state of Bahia with an installed capacity of 600 MVA and transmission line of 489.1 kilometers. It is also involved in the infrastructure and services activities. The company was incorporated in 2008 and is headquartered in Rio De Janeiro, Brazil. Afluente Transmissão de Energia Elétrica S.A. is a subsidiary of Neoenergia S.A.;[{'maxAge': 1, 'name': 'Fabiano Uchoas Ribeiro', 'title': 'CEO & Chairman of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Renato  de Almeida Rocha', 'title': 'Chief Financial and Investor Relations Officer & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Fabiano da Rosa Carvalho', 'title': 'Director of Regulation & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Luciana Maximino Maia', 'title': 'Director of Planning & Control and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Fabio Dias Folchetti', 'title': 'People Management Officer & Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;7,31;0,0;7,31;7,31;7,31;0,0;7,31;7,31;1767312000,0;0,3745;0,146;;0,0;0,0;251,0;250,0;250,0;7,32;7,63;0,0;0,0;461149152,0;461149157,0;6,53;7,98;28000,0;2,01;9,380004;7,3452;7,3565;0,142;0.019425446;BRL;False;460260160,0;0,48471;835872,0;63084700,0;0,98675;0,0;63084700,0;3,921;1,8643203;1767139200,0;1798675200,0;1767139200,0;-0,989;23830000,0;0,38;;9,362;14,115;0,012465358;0,19708562;0,12526;1767312000,0;EQUITY;7,31;none;28251000,0;0,448;32609000,0;27362000,0;2,11;2,221;49163000,0;11,062;0,779;0,0591;0,09527001;37723000,0;3529000,0;47094000,0;-0,989;-0,953;0,7673;0,66328;-2,4319901;BRL;AFLT3.SA;en-US;US;Equity;;False;LOW;São Paulo;251,0;0,77999973;0,119448654;6.53 - 7.98;-0,6700001;-0,08395991;1,2465358;;;;;;0,38;;-0,03520012;-0,0047922614;-0,046500206;-0,0063209687;15,0;15,0;;;0,0;7,31;[];1772551894,0;SAO;finmb_114898031;America/Sao_Paulo;BRT;-10800000,0;br_market;False;Afluente Transmissão de Energia Elétrica S.A.;AFLUENTE T  ON;0,0;7.31 - 7.31;False;POSTPOST;False;1154350800000,0;;AFLT3;1st Floor Flamengo;;;;;;;;0,14;1,95;3,29;19,236843;;;;;;;;;;1:1000;1197244800,0;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;AFLU3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;AFLU3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;AFLU5.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;AFLU5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;86400,0;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;EQUITY;;;;;;;;;;;;;;;;;;;;;;;AGEI3.SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGEI3;;;;;;;;;;;;;;;;;;;;;;;;;;;;AGEI3.SA;75479930-9fc5-3419-9c22-173eedf2c9ff;;;;
Avenida RebouCas, 2942;São Paulo;SP;05402-500;Brazil;55 11 3035 5350;https://ri.brasil-agro.com;Farm Products;farm-products;Farm Products;Consumer Defensive;consumer-defensive;Consumer Defensive;"BrasilAgro - Companhia Brasileira de Propriedades Agrícolas engages in the acquisition, development, exploration, and sale of agricultural properties in Brazil, Paraguay, and Bolivia. It operates through six segments: Real Estate, Grains, Sugarcane, Cattle Raising, Cotton, and Other. The company is involved in the cultivation of soybean, corn, sugarcane, sesame, sorghum, bean, and cotton lint and seed, as well as pasture; and production and sale of beef calves after weaning. It also engages in exploration, import, and export of agricultural activities and inputs, cattle raising, livestock, investment properties; and forestry activities; purchases, sells, and rents real estate in rural and/or urban properties; and sale of the raw products. In addition, the company provides real estate brokerage services; manages third-party assets; and operates farms through own and leased lands. BrasilAgro - Companhia Brasileira de Propriedades Agrícolas was incorporated in 2005 and is headquartered in São Paulo, Brazil.";[{'maxAge': 1, 'name': 'Mr. André  Guillaumon', 'age': 51, 'title': 'CEO & Member of Board of Executive Officers', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gustavo Javier Lopez', 'age': 58, 'title': 'CFO, Investor Relations Officer & Member of Board of Executive Officers', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eduardo  Marrey', 'title': 'Chief Commercial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elisa Cardoso Castelani', 'title': 'Investor Relations Specialist', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ana Paula Zerbinati Ribeiro Gama', 'title': 'Investor Relations Manager & Institute Director', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;21,9;21,99;21,4;21,99;21,9;21,99;21,4;21,99;1761177600,0;1,1292;0,185;8,616;124400,0;124400,0;173906,0;196360,0;196360,0;21,54;21,97;0,0;0,0;2145716992,0;2181578508,0;18,59;22,9;36,48;5,0;2,2230504;20,6508;20,4078;0,753;0.03438356;BRL;False;3449872384,0;-0,0016300001;46714669,0;99615457,0;0,40159;0,24285;99615457,0;20,861;1,0325488;1751241600,0;1782777600,0;1767139200,0;;-1577000,0;-0,02;2,5;3,574;-36,805;0,04484737;0,19708562;0,752895;1761177600,0;EQUITY;21,54;hold;54646000,0;0,549;-93735000,0;1322940032,0;0,65;1,609;965212992,0;63,663;9,689;-0,01319;-0,00074;42392000,0;-175079248,0;204542000,0;;0,248;0,043920003;-0,09711;-0,08424;BRL;AGRO3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;173906,0;2,9500008;0,1586875;18.59 - 22.9;-1,3599987;-0,05938859;4,484737;1756926000,0;1756926000,0;1778237940,0;1778237940,0;False;-0,02;2,5;0,8892002;0,043058872;1,1322002;0,055478796;15,0;15,0;;;-1,6438298;21,54;[];1772744878,0;SAO;finmb_26991642;America/Sao_Paulo;BRT;-10800000,0;br_market;False;BrasilAgro - Companhia Brasileira de Propriedades Agrícolas;BRASILAGRO  ON      NM;-0,3599987;21.4 - 21.99;False;POSTPOST;False;1146574800000,0;;AGRO3;6th Floor;;3,0;9,0;4,0;5,0;8,0;1772323200,0;0,75;3,44;10,5;;25,0;22,5;23,83333;24,0;3,0;1,03;20,912622;;;100:1;1193875200,0;2,66667;2.7 - Hold;;;;;;;;
Iguatemi Street, no. 192;São Paulo;SP;;Brazil;;https://www.agrogalaxy.com.br;Agricultural Inputs;agricultural-inputs;Agricultural Inputs;Basic Materials;basic-materials;Basic Materials;"AgroGalaxy Participações S.A. engages in the agricultural business in Brazil. It is involved in the retail sale of agricultural Inputs; seed production, origination, storage, and sale of grains; and provision of agricultural services. The company also engages in the sale of agricultural machinery and implements; provision of commercial representations, agricultural technical assistance, phytosanitary services, and seed repackaging; shipment and/or receipt of agricultural products on consignment and/or for deposit; and commercialization and export of cereals, such as soybeans and corn. It operates light stores, silos, soybean plants, and processing units. The company was incorporated in 2014 and is based in São Paulo, Brazil.";[{'maxAge': 1, 'name': 'Mr. Luiz Gabriel Piovezani Silva', 'title': 'CEO, Interim CFO, Investor Relations Officer & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Leandro  Fernandes Antão', 'title': 'Compliance Officer & Member of Executive Board', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcos de Carvalho Ramos', 'title': 'Member of Executive Board & Administrative Director', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;4,0;2,17;2,22;2,17;2,23;2,17;2,22;2,17;2,23;1682985600,0;0,0;-0,304;-4,8222227;10700,0;10700,0;26037,0;29350,0;29350,0;2,17;2,19;;;36332732,0;36332728,0;2,15;9,749999;189,6;2,15;0,020746766;3,3522;5,19275;0,0;0.0;BRL;False;980963712,0;0,70057;1248875,0;16743193,0;0,00452;0,67990994;16743194,0;-11,077;-0,19590142;1735603200,0;1767139200,0;1759190400,0;;1226876032,0;-188,83;-0,45;0,56;1,441;-0,71066666;0,19708562;0,59486;1682985600,0;EQUITY;2,17;none;60084000,0;3,589;680817984,0;1004715008,0;1,513;2,187;1751248000,0;;104,56;0,14019;;-19904000,0;-1581169152,0;103255000,0;;-0,638;-0,0113699995;0,38876;-0,39098;BRL;AGXY3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;26037,0;0,01999998;0,009302316;2.15 - 9.749999;-7,579999;-0,77743584;-71,066666;;;;;;-188,83;-0,45;-1,1822;-0,3526639;-3,02275;-0,58210963;15,0;15,0;;;0,0;2,17;[];1772744700,0;SAO;finmb_695583881;America/Sao_Paulo;BRT;-10800000,0;br_market;False;AgroGalaxy Participações S.A.;AGROGALAXY  ON      NM;0,0;2.17 - 2.23;False;POSTPOST;False;1627390800000,0;;AGXY3;10th floor, blocks 103 and 104 Bairro Itaim Bibi;;;;;;;;;;;;;;;;;;;1150,0;;1:15;1746489600,0;;;;2021-07-26;;;;;;
Rua Boa Vista, 280;São Paulo;SP;01014-908;Brazil;55 11 2226 0400;https://spturis.com;Travel Services;travel-services;Travel Services;Consumer Cyclical;consumer-cyclical;Consumer Cyclical;São Paulo Turismo S.A. operates as a tourism and events company in Latin America. The company operates exhibitions, fairs, small, medium, and large-scale events, carnival, and congresses. It is also involved in business structuring activity. The company was incorporated in 1968 and is based in São Paulo, Brazil.;[{'maxAge': 1, 'name': 'Mr. Gustavo Garcia Pires', 'title': 'President & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Rodrigo  Kluska Rosa', 'title': 'Management & Investor Relations Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pedro Henrique Krawczyk Pauli', 'title': 'Legal & Compliance Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Felipe Americo Pita', 'title': 'Customer & Events Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sandro  Augusto Cuoghi', 'title': 'Business Structuring Director & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Thiago Antunes Cavalca Reis Lobo', 'title': 'Director of Tourism & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gabriela Luiggi Senatore', 'title': 'Secretary', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;25,0;0,0;25,0;25,0;25,0;0,0;25,0;25,0;;0,0;0,423;;0,0;0,0;27,0;0,0;0,0;22,95;26,0;0,0;0,0;213569456,0;213569450,0;21,5;45,0;149,25893;1,997319;0,31714627;24,12;29,497;0,0;0.0;BRL;False;137075456,0;0,122530006;277384,0;8407498,0;0,97971;0,0;8542778,0;30,007;0,83313894;1735603200,0;1767139200,0;1759190400,0;-0,819;82514000,0;9,66;;0,204;1,748;-0,44444442;0,19708562;;;EQUITY;25,0;none;79604000,0;9,318;78411000,0;3110000,0;2,318;2,462;673409984,0;1,213;78,828;0,083909996;0,39617002;123964000,0;112567504,0;6730000,0;-0,819;-0,013;0,18408;0,11644;0,02417;BRL;AHEB3.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;27,0;3,5;0,1627907;21.5 - 45.0;-20,0;-0,44444445;-44,444443;;;;;;9,66;;0,87999916;0,036484208;-4,4969997;-0,15245618;15,0;15,0;;;0,0;25,0;[];1772552910,0;SAO;finmb_7683276;America/Sao_Paulo;BRT;-10800000,0;br_market;False;São Paulo Turismo S.A.;SPTURIS     ON;0,0;25.0 - 25.0;False;POSTPOST;False;947592000000,0;;AHEB3;16º andar, Centro;;;;;;;;;;;2,5879917;;;;;;;;;;;;;;;;;;;;;
Rua Boa Vista, 280;São Paulo;SP;01014-908;Brazil;55 11 2226 0400;https://spturis.com;Travel Services;travel-services;Travel Services;Consumer Cyclical;consumer-cyclical;Consumer Cyclical;São Paulo Turismo S.A. operates as a tourism and events company in Latin America. The company operates exhibitions, fairs, small, medium, and large-scale events, carnival, and congresses. It is also involved in business structuring activity. The company was incorporated in 1968 and is based in São Paulo, Brazil.;[{'maxAge': 1, 'name': 'Mr. Gustavo Garcia Pires', 'title': 'President & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Rodrigo  Kluska Rosa', 'title': 'Management & Investor Relations Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pedro Henrique Krawczyk Pauli', 'title': 'Legal & Compliance Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Felipe Americo Pita', 'title': 'Customer & Events Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sandro  Augusto Cuoghi', 'title': 'Business Structuring Director & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Thiago Antunes Cavalca Reis Lobo', 'title': 'Director of Tourism & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gabriela Luiggi Senatore', 'title': 'Secretary', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;58,0;0,0;0,0;0,0;58,0;0,0;0,0;0,0;;0,0;0,423;;0,0;0,0;0,0;0,0;0,0;27,0;0,0;;;495481120,0;495481124,0;0,0;58,0;94,11017;9,84313;0,7357793;58,0;57,48;0,0;0.0;BRL;False;418987136,0;0,122530006;277384,0;44544,0;;;8542778,0;30,007;1,9328823;1735603200,0;1767139200,0;1759190400,0;-0,819;82514000,0;12,15;;0,622;5,343;0,15999997;0,19708562;;;EQUITY;58,0;none;79604000,0;9,318;78411000,0;3110000,0;2,318;2,462;673409984,0;1,213;78,828;0,083909996;0,39617002;123964000,0;112567504,0;6730000,0;-0,819;-0,013;0,18408;0,11644;0,02417;BRL;AHEB5.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;0,0;58,0;;0.0 - 58.0;0,0;0,0;15,999996;;;;;;12,15;;0,0;0,0;0,52000046;0,009046633;15,0;15,0;;;0,0;58,0;[];1751913598,0;SAO;finmb_7683276;America/Sao_Paulo;BRT;-10800000,0;br_market;False;São Paulo Turismo S.A.;SPTURIS     PNA;0,0;0.0 - 0.0;False;POSTPOST;False;1181739600000,0;;AHEB5;16º andar, Centro;;;;;;;;;;;4,7736626;;;;;;;;;;;;;;;;;;;;;
Rua Boa Vista, 280;São Paulo;SP;01014-908;Brazil;55 11 2226 0400;https://spturis.com;Travel Services;travel-services;Travel Services;Consumer Cyclical;consumer-cyclical;Consumer Cyclical;São Paulo Turismo S.A. operates as a tourism and events company in Latin America. The company operates exhibitions, fairs, small, medium, and large-scale events, carnival, and congresses. It is also involved in business structuring activity. The company was incorporated in 1968 and is based in São Paulo, Brazil.;[{'maxAge': 1, 'name': 'Mr. Gustavo Garcia Pires', 'title': 'President & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Rodrigo  Kluska Rosa', 'title': 'Management & Investor Relations Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Pedro Henrique Krawczyk Pauli', 'title': 'Legal & Compliance Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Felipe Americo Pita', 'title': 'Customer & Events Director and Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Sandro  Augusto Cuoghi', 'title': 'Business Structuring Director & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Thiago Antunes Cavalca Reis Lobo', 'title': 'Director of Tourism & Director', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Gabriela Luiggi Senatore', 'title': 'Secretary', 'exercisedValue': 0, 'unexercisedValue': 0}];[];86400,0;2,0;55,0;0,0;55,0;55,0;55,0;0,0;55,0;55,0;;0,0;0,423;;0,0;0,0;0,0;0,0;0,0;27,0;60,0;;;469852800,0;276193593,0;55,0;55,0;64,33118;7,392688;0,6977218;55,0;55,0;0,0;0.0;BRL;False;393358784,0;0,122530006;277384,0;90736,0;0,30513;0,0;8542778,0;30,007;1,8329057;1735603200,0;1767139200,0;1759190400,0;-0,819;82514000,0;13,48;;0,584;5,017;0,0;0,19708562;;;EQUITY;55,0;none;79604000,0;9,318;78411000,0;3110000,0;2,318;2,462;673409984,0;1,213;78,828;0,083909996;0,39617002;123964000,0;112567504,0;6730000,0;-0,819;-0,013;0,18408;0,11644;0,02417;BRL;AHEB6.SA;en-US;US;Equity;Delayed Quote;False;LOW;São Paulo;0,0;0,0;0,0;55.0 - 55.0;0,0;0,0;0,0;;;;;;13,48;;0,0;0,0;0,0;0,0;15,0;15,0;;;0,0;55,0;[];1747682949,0;SAO;finmb_7683276;America/Sao_Paulo;BRT;-10800000,0;br_market;False;São Paulo Turismo S.A.;SPTURIS     PNB;0,0;55.0 - 55.0;False;POSTPOST;False;1180530000000,0;;AHEB6;16º andar, Centro;;;;;;;;;;;4,0801187;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;MUTUALFUND;;;;;;;;;;;;;;;;;;;;;;;ALBA3.SA;en-US;US;Fund;Delayed Quote;False;NONE;YHD;;;;;;;;;;;;;;;;;;;15,0;0,0;;;;;[];1561759658,0;YHD;;America/New_York;EST;-18000000,0;us_market;False;;;;;False;POST;False;;;ALBA3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
